ma,ten,dc,so,phong,loai_hinh,loai_trg
79765413,TH Hồng Hà,155A Xô Viết Nghệ Tĩnh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765414,TH Phù Đổng,22B Xô Viết Nghệ Tĩnh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765415,TH Thạnh Mỹ Tây,10 Phạm Viết Chánh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765416,TH Nguyễn Trọng Tuyển,Hẻm 294 Xô Viết Nghệ Tĩnh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765417,TH Cửu Long,A 19/12  Ngô Tất Tố,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765418,Trường Tiểu học Đống Đa,1B Điên Biên Phủ,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765419,TH Chu Văn An,Số 2 đường 3 CX Chu Văn An,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765420,TH Tầm Vu,69/3 Xô Viết Nghệ Tĩnh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765421,TH Thanh Đa,Khu 2 Cư Xá Thanh Đa,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765423,TH Bạch Đằng,72/7 Bạch Đằng P.24,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79765426,TH Việt Mỹ,2.2-2.3 Đường 12AB KDC Miếu Nổi,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Tư thục,Trường phổ thông
79765428,TH Ngôi Nhà Thông Thái,195/15 Điện Biên Phủ,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Tư thục,Trường phổ thông
79765429,Trường Tiểu học Bình Quới Tây,376 Bình Quới,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Thạnh,Công lập,Trường phổ thông
79766401,TH Lê Văn Sĩ,322 Nguyễn Trọng Tuyển,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766402,TH Tân Sơn Nhất,62 Thăng Long,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766403,TH Nguyễn Thanh Tuyền,19 Bùi Thị Xuân,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766405,TH Bình Giã,154/321 Phạm Văn Hai,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766406,TH Hoàng Văn Thụ,55 Hoàng Việt,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766407,TH Phạm Văn Hai,370A Phạm Văn Hai,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766408,TH Bạch Đằng,7 Cách Mạng Tháng Tám,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766409,TH Chi Lăng,09 Khai Tríphường 06 Q.Tân Bình TPHCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766410,TH Đống Đa,1 Đất Thánh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766411,TH Bành Văn Trân,123 Bành Văn Trân,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766413,Tiểu học Trần Văn Ơn,54 Duy Tân phường 8 quận tân Bình,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766415,TH Ngọc Hồi,373/1/145 Lý Thường Kiệt,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766416,TH Phú Thọ Hoà,550/2 Âu Cơ,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766417,TH Lê Thị Hồng Gấm,624/21 Âu Cơ - Phường 10 - Quận Tân Bình,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766418,TH Nguyễn Văn Trỗi,25/1 Tái Thiết,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766419,TH Lạc Long Quân,947/12 Lạc Long Quân,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766420,TH Cách Mạng Tháng Tám,69 Trường Chinh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766421,Tiểu học Nguyễn Khuyến,74 Trần Mai Ninh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766422,TH Trần Quốc Tuấn,19 Cộng Hòa,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766423,Trường tiểu học Trần Quốc Toản,114 Đồng Đen,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766424,TH Yên Thế,31 Núi Thành,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766425,TH Sơn Cang,42/2A Văn Chung,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766426,Tiểu học Tân Trụ,100 Nguyễn Phúc Chu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766432,TH Nguyễn Văn Kịp,45/33 Trần Thái Tông,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766434,TH TT Lương Thế Vinh,481/9 Trường Chinh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Tư thục,Trường phổ thông
79766435,TH Thân Nhân Trung,83 Nguyễn Đức Thuận,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79766S10,TH Phan Huy Ích,,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Bình,Công lập,Trường phổ thông
79767401,TH Đoàn Thị Điểm,16 Trần Văn Ơn,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767402,Tiểu học Lê Lai,150 đường Tây Thạnh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767403,TH Tô Vĩnh Diện,51/8 Đô Đốc Lộc,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767405,TH Lê Văn Tám,145 Độc Lập,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767406,TH Phan Chu Trinh,193A Thạch Lam,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767407,TH Duy Tân,39B Lương Trúc Đàm,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767408,TH Võ Thị Sáu,343 Nguyễn Sơn Phú Thạnh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767409,TH Hồ Văn Cường,51-53 Trịnh Đình Trọng,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767410,TH Huỳnh Văn Chính,39 Huỳnh Thiện Lộc,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767411,TH Âu Cơ,23/15 Trần Văn Cẩn,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767413,TH Tân Hương,167/29 Tân Quý P Tân Quý,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767416,TH Tân Sơn Nhì,905/4 Âu Cơ P.Tân Sơn Nhì,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767417,TH Hiệp Tân,252/16 Phan Anh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767418,THCS Hồng Ngọc,58/4 Lũy Bán Bích,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Tư thục,Trường phổ thông
79767419,Tiểu học Tân Thới,61 Đỗ Thừa Luông,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767420,TH Tân Hóa,58/29 Lũy Bán Bích Phường Tân Thới Hòa Quận Tân Phú,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767421,TH Đinh Bộ Lĩnh,91B Bờ Bao Tân Thắng P. Sơn Kỳ Q. Tân Phú,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79767422,TH Lê Thánh Tông,197199 Đường Trịnh Đình Trọng Phường Phú TRung Quận Tân Phú TP.HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Tân Phú,Công lập,Trường phổ thông
79768401,Tiểu học Sông Lô,413 Phan Xích Long,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Phú Nhuận,Công lập,Trường phổ thông
79768402,Cổ Loa,L6A cư xá Nguyễn Đình Chiểu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Phú Nhuận,Công lập,Trường phổ thông
79768403,Cao Bá Quát,92 Phan Đăng Lưu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Phú Nhuận,Công lập,Trường phổ thông
79768404,Đông Ba,99 Phan Đăng Lưu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Phú Nhuận,Công lập,Trường phổ thông
79768406,TH Đặng Văn Ngữ,35 Đặng Văn Ngữ,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Phú Nhuận,Công lập,Trường phổ thông
79768407,Vạn Tường,15 Hồ Biểu Chánh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Phú Nhuận,Công lập,Trường phổ thông
79768408,Nguyễn Đình Chính,93-95 Nguyễn Văn Trỗi,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Phú Nhuận,Công lập,Trường phổ thông
79768409,Chí Linh,525/73Huỳnh Văn Bánh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Phú Nhuận,Công lập,Trường phổ thông
79768410,TH Phạm Ngọc Thạch,175 Đặng Văn Ngữ,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Phú Nhuận,Công lập,Trường phổ thông
79768411,Trung Nhất,243/3 Phan Đình Phùng,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Phú Nhuận,Công lập,Trường phổ thông
79768412,TH Lê Đình Chinh,73/1 Hoàng Văn Thụ,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Phú Nhuận,Công lập,Trường phổ thông
79768414,Tiểu học Hồ Văn Huê,9 Hoàng Minh Giam,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Phú Nhuận,Công lập,Trường phổ thông
79769401,TH An Khánh,Số 2 Đường 9,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 2,Công lập,Trường phổ thông
79769403,TH An Phú,Khu Dân Cư Sông Giồng Kp2,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 2,Công lập,Trường phổ thông
79769404,TH Giồng Ông Tố,159 đường 6 Kp4,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 2,Công lập,Trường phổ thông
79769405,TH Huỳnh Văn Ngỡi,"78 Quốc Hương Phường Thảo Điền Quận 2.
722 Nguyễn Đăng Giai Phường Thảo Điền Quận 2",Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 2,Công lập,Trường phổ thông
79769406,TH Mỹ Thủy,24 đường 68 Khu dân cư Cát Lái Phường Cát Lái Quận 2,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 2,Công lập,Trường phổ thông
79769407,TH Nguyễn Văn Trỗi,số 6 đường A4 Kp3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 2,Công lập,Trường phổ thông
79769408,TH Thạnh Mỹ lợi,668 Nguyễn Thị Định,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 2,Công lập,Trường phổ thông
79769409,TH Nguyễn Hiền,37 Trần Lựu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 2,Công lập,Trường phổ thông
79769410,TH Lương Thế Vinh,215 Trương Văn Bang,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 2,Công lập,Trường phổ thông
79769411,TH - THCS Tuệ Đức,1/5 Bis Lương Định Của,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 2,Tư thục,Trường phổ thông
79769412,TH An Bình,,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 2,Công lập,Trường phổ thông
79769413,TH Bình Trưng Đông,,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 2,Công lập,Trường phổ thông
79769514,TH Trường Anh,,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 2,Tư thục,Trường phổ thông
79769515,QT Ngôi Sao Sài Gòn,,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 2,Tư thục,Trường phổ thông
79770403,TH Kỳ Đồng,24 Kỳ Đồng,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 3,Công lập,Trường phổ thông
79770404,TH Mê Linh,159 Hai Bà Trưng,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 3,Công lập,Trường phổ thông
79770406,TH Lương Định Của,576 Nguyễn Đình Chiểu Phường 4 Quận 3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 3,Công lập,Trường phổ thông
79770407,TH Nguyễn Sơn Hà,55A Cao Thắng,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 3,Công lập,Trường phổ thông
79770408,TH Nguyễn Thái Sơn,12 Huỳnh Tịnh Của,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 3,Công lập,Trường phổ thông
79770409,TH Nguyễn Thanh Tuyền,183 Nam Kỳ Khởi Nghĩa,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 3,Công lập,Trường phổ thông
79770410,TH Nguyễn Thi,448/12 Lê Văn Sỹ,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 3,Công lập,Trường phổ thông
79770411,TH Nguyễn Thiện Thuật,633/36 Điện Biên Phủ,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 3,Công lập,Trường phổ thông
